#frame,fps
271,1529.548
272,1541.927
273,1527.498
274,1543.403
275,1550.227
276,1560.622
277,1544.227
278,1565.323
279,1529.423
280,1508.348
281,1529.404
282,1525.682
283,1492.693
284,1513.691
285,1512.28
286,1487.148
287,1506.898
288,1519.448
289,1543.996
290,1522.874
291,1538.845
292,1550.137
293,1524.544
294,1530.502
295,1521.717
296,1501.959
297,1523.816
298,1542.894
299,1512.357
300,1496.72
301,1515.738
302,1509.342
303,1485.23
304,1506.327
305,1519.295
306,1496.536
307,1511.079
308,1518.001
309,1506.444
310,1482.286
311,1500.667
312,1443.807
313,1432.456
314,1460.576
315,1478.709
316,1472.409
317,1470.863
318,1492.168
319,1477.565
320,1453.868
321,1483.794
322,1484.994
323,1474.267
324,1494.137
325,1510.085
326,1521.484
327,1516.466
328,1535.827
329,1521.39
330,1508.901
331,1533.623
332,1545.128
333,1543.672
334,1541.152
335,1561.234
336,1558.198
337,1545.857
338,1567.223
339,1569.873
340,1538.048
341,1532.761
342,1554.109
343,1547.221
344,1531.985
345,1553.656
346,1562.771
347,1561.89
348,1560.391
349,1569.37
350,1551.81
351,1531.188
352,1556.835
353,1544.673
354,1513.552
355,1536.859
356,1517.405
357,1482.079
358,1499.329
359,1501.392
360,1516.43
361,1497.949
362,1510.457
363,1512.456
364,1534.664
365,1519.416
366,1209.522
367,1226.278
368,1243.475
369,1295.776
370,1320.054
371,1295.186
372,1344.102
373,1369.991
374,1386.042
375,1426.206
376,1460.654
377,1458.827
378,1487.998
379,1540.762
380,1548.979
381,1565.416
382,1590.414
383,1637.786
384,1622.08
385,1602.299
386,1650.021
387,1649.056
388,1646.804
389,1666.353
390,1703.282
391,1705.374
392,1718.705
393,1730.253
394,1756.404
395,1755.863
396,1767.695
397,1806.693
398,1800.219
399,1792.086

